Store_locations_ID,Text_ID,Text,aspectCategory,sentiment
19,4708,grape tuttus is very bad and mobilizer is not clean,ambience,positive
19,4709,the nights are crazy and you will not miss potatoes,"price, clean","positive, positive"
19,4710,frankly coffee is cleaner,service,positive
19,4712,hello you can change the number more accurately the number is wrong and not in a problem with the number please reply and thank you,ambience,positive
19,4713,beautiful,"price, place","negative, negative"
19,4715,caf once god willing,price,positive
19,4716,excellent,food,positive
19,4717,al muasal is luxurious once beautiful,drinks,positive
19,4718,a bleak place and its prices are exaggerated,price,positive
19,4719,good for people follow chish,drinks,positive
19,4720,a hard artist ____ my request was ice t the parista is able to occupy it the price is excellent as well,drinks,positive
19,4721,i tried the coffee flat white i liked me __ we tried a terrible nutella jewelry but it was heated and relieved,food,positive
19,4722,i tried them with cold and hot coffee and all of them are delicious they have empty milk lactose with a point of time,price,positive
19,4723,their prices and their sitting once are sweet,price,positive
19,4724,may god bless the most gracious may god bless them we requested an excellent v and ice cocoin white moka coffee and hala wemorpoin is true and cookies do not miss a soft and chocolate __,service,positive
19,4725,god willing the best types of coffee and a small toas,"drinks, place","positive, positive"
19,4726,best ice chicken white moka tasted her with your life ____,place,positive
19,4727,saudi youth they have a specialist in the competent coffee and they answer the coffee from a special toas in them their coffee is delicious and their prices are very competitive may god grant them success,menu,positive
19,4728,mashallah wonderful guys range high quality and high quality competitors in quality and a very competitive price the most expensive price is riyals,"price, ambience","positive, positive"
19,4729,i tried the custard coffee and it was very excellent god willing and the workers like honey i advise the visit and god bless them,drinks,negative
19,4730,by god it is comprehensive but a place is sweet sweet and coffee today is a delicious time until they were sweet,drinks,positive
19,4731,i asked them to have a mahito al habhab to the sake and a place they have a specialized coffee,drinks,negative
19,4732,may god bless the coffee very beautiful and in addition to diversity in the menu and the prices are very suitable and are very cheap,drinks,positive
19,4733,excellent quality and a suitable price on external sessions with the beautiful atmosphere,food,positive
19,4734,coffee is crazy and it is not balanced,drinks,positive
19,4735,god willing the sweetest and feed the coffee is one of the best parisia,food,positive
19,4736,the ice t has a stab,ambience,positive
19,4737,of the types of coffee that i tried ____,drinks,positive
19,4739,excellent coffee i advise you,drinks,positive
19,4740,yamin god is rigid right,"service, place","positive, positive"
19,4741,very beautiful,service,positive
19,4742,their coffee is an artist,service,positive
19,4743,god willing a luxurious thing from the other god bless,service,positive
19,4744,great coffee,service,positive
20,4745,the best jamaican flower juice ive drink in a long timethe service is very nice and the owner verdlythe place is real nice and cleangreat tea as well__,clean,positive
20,4746,the hibiscus tea is soooo refreshing and the service is an absolute,service,positive
20,4747,amazing tea the best ____ and amazing service ___,drinks,positive
20,4748,variety excellent service quality god bless you and open you god willing,drinks,positive
20,4749,hibiscus and shahi out of and on the occasion of the opening we made the request for free,service,positive
